,index,comment,n_star,date_time,label,segmented_comment
54,54,Thấy mọi người đánh_giá nhiều lỗi nhưng đó là do phần_mềm lúc các bạn đó mua máy là phần_mềm chưa cập_nhật . Mình mua máy được một tháng và dùng rất ok không một lỗi nào vì Xiaomi đã update phần_mềm fix lỗi hết rồi . Các bạn yên_tâm mua nhé .,5,29/07/2020,{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};,Thấy mọi người đánh_giá nhiều lỗi nhưng đó là do phần_mềm lúc các bạn đó mua máy là phần_mềm chưa cập_nhật . Mình mua máy được một tháng và dùng rất ok không một lỗi nào vì Xiaomi đã update phần_mềm fix lỗi hết rồi . Các bạn yên_tâm mua nhé .
55,55,"Dùng tạm tạm , camera quá tệ , phần_mềm thì cài các ứng_dụng mặc_định như vinid , mua_sắm ... quá nhiều , mua điện_thoại để dùng cá_nhân chứ không phải mua điện_thoại để Vinmart quảng_cáo . Giá rẻ không đáng bỏ tiền mua",1,7/1/2020,{CAMERA#Negative};{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Negative};{SER&ACC#Negative};,"Dùng tạm tạm , camera quá tệ , phần_mềm thì cài các ứng_dụng mặc_định như vinid , mua_sắm ... quá nhiều , mua điện_thoại để dùng cá_nhân chứ không phải mua điện_thoại để Vinmart quảng_cáo . Giá rẻ không đáng bỏ tiền mua"
56,56,Máy mượt pin trâu nhưng Xạc pin mà nó cứ ấm ấm z có nguy_hiểm không ad ngoài_ra thì rất tốt,5,24/03/2020,{BATTERY#Neutral};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};,Máy mượt pin trâu nhưng Xạc pin mà nó cứ ấm ấm z có nguy_hiểm không ad ngoài_ra thì rất tốt
57,57,Cho e hỏi máy mua được một năm r nhưng dạo gần đây pin hay tụt nhanh lắm.giúp em cách khác phục với,5,20/07/2020,{BATTERY#Negative};{OTHERS};,Cho e hỏi máy mua được một năm r nhưng dạo gần đây pin hay tụt nhanh lắm.giúp em cách khác phục với
58,58,Sản_phẩm xài tốt 2 tháng rồi mà chưa thấy lỗi nào xài rất tốt chơi pubg và call ò duty mobile đều max seettings ko gật lag nào hết,5,21/10/2019,{PERFORMANCE#Positive};{GENERAL#Positive};,Sản_phẩm xài tốt 2 tháng rồi mà chưa thấy lỗi nào xài rất tốt chơi pubg và call ò duty mobile đều max seettings ko gật lag nào hết
59,59,Mới mua đc 15 ngày . Xài tạm ổn nhưng pin tụt nhanh . Máy sạc bị nóng.mới mua mà chưa gì máy đã bị nóng . Còn lại ổn,3,6 ngày trước,{BATTERY#Negative};{GENERAL#Positive};{OTHERS};,Mới mua đc 15 ngày . Xài tạm ổn nhưng pin tụt nhanh . Máy sạc bị nóng.mới mua mà chưa gì máy đã bị nóng . Còn lại ổn
60,60,"Pin sạc 3 tiếng từ 15%-100% ( pin trâu ) Camera chụp hình khá đẹp trong điều_kiện sáng tốt , có chế_độ chụp cảnh buổi tối khá tốt Cảm_biến vân tay rất nhạy Những thao_tác xem phim , nghe nhạc , lướt web đều mượt Quay_phim chống rung tốt Loa vừa đủ nghe , ấm Màn_hình hiển thì rất nét ( mình k biết là do rổ hay gì ) ( đây là những đánh_giá sau 2 ngày mình sử_dụng , đây là điện_thoại tốt trong tầm giá trên 3 triệu , không nên đòi_hỏi nhiều về game hay những thao_tác nặng hơn )",5,18/03/2020,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};,"Pin sạc 3 tiếng từ 15%-100% ( pin trâu ) Camera chụp hình khá đẹp trong điều_kiện sáng tốt , có chế_độ chụp cảnh buổi tối khá tốt Cảm_biến vân tay rất nhạy Những thao_tác xem phim , nghe nhạc , lướt web đều mượt Quay_phim chống rung tốt Loa vừa đủ nghe , ấm Màn_hình hiển thì rất nét ( mình k biết là do rổ hay gì ) ( đây là những đánh_giá sau 2 ngày mình sử_dụng , đây là điện_thoại tốt trong tầm giá trên 3 triệu , không nên đòi_hỏi nhiều về game hay những thao_tác nặng hơn )"
61,61,Good máy dùng mượt pin thì hơi kém tí nói_chung ok nhân_viên nhiệt_tình thanks thế_giới di_động,5,2/11/2019,{BATTERY#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,Good máy dùng mượt pin thì hơi kém tí nói_chung ok nhân_viên nhiệt_tình thanks thế_giới di_động
62,62,"Quá thất_vọng , mời mua 2 ngày mà xài cảm_giác quá tệ luôn , thua cả con J7pro mua năm 2017 . Pin thì nhanh hết ( chỉ vào Zalo , FB thôi ) xài 1 buổi bình_thường mà hết 50% pin . Còn bắt sóng Wifi , 3G kém , Chat_Zalo có nhiều lúc không nhận được tin , hoặc lâu mới nhận được . Còn kiểu_dáng , camera , tốc_độ thì Ok . Đề_nghị samsung xem_lại !",2,3/1/2020,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Negative};{OTHERS};,"Quá thất_vọng , mời mua 2 ngày mà xài cảm_giác quá tệ luôn , thua cả con J7pro mua năm 2017 . Pin thì nhanh hết ( chỉ vào Zalo , FB thôi ) xài 1 buổi bình_thường mà hết 50% pin . Còn bắt sóng Wifi , 3G kém , Chat_Zalo có nhiều lúc không nhận được tin , hoặc lâu mới nhận được . Còn kiểu_dáng , camera , tốc_độ thì Ok . Đề_nghị samsung xem_lại !"
63,63,Sản_phẩm rất tốt . Chơi game rất tốt . pin trâu . mỗi_tội ứng_dụng của máy dính quảng_cáo quá nhiều . trong phần cài_đặt cũng có quảng_cáo của gg chèn vào .,5,28/02/2020,{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};,Sản_phẩm rất tốt . Chơi game rất tốt . pin trâu . mỗi_tội ứng_dụng của máy dính quảng_cáo quá nhiều . trong phần cài_đặt cũng có quảng_cáo của gg chèn vào .
64,64,Sai_lầm khi mua đt này ghê ă . Nghe nv tư_vấn xoq mua lun về xem_lại cấu_hình mới thấy chán . Tầm giá này mà màn_hình chỉ mức HD + . sử sụng chip rất yếu chơi game thì giật liên_tục .,2,29/03/2020,{SCREEN#Negative};{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Negative};,Sai_lầm khi mua đt này ghê ă . Nghe nv tư_vấn xoq mua lun về xem_lại cấu_hình mới thấy chán . Tầm giá này mà màn_hình chỉ mức HD + . sử sụng chip rất yếu chơi game thì giật liên_tục .
65,65,"mình mới mua chiếc điện 3 GB chiếc màu tím . Với mức giá_như thế_này thì các bạn nên mua một chiếc cho bản_thân . Chơi game mượt , loa tốt , wifi ổn , các tác_vụ bình_thường thì ok",5,27/06/2020,{FEATURES#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};,"mình mới mua chiếc điện 3 GB chiếc màu tím . Với mức giá_như thế_này thì các bạn nên mua một chiếc cho bản_thân . Chơi game mượt , loa tốt , wifi ổn , các tác_vụ bình_thường thì ok"
66,66,Thiết_kế đẹp . So với giá_thành thì chất_lượng cực ổn . Mình đi du_lịch cầm con này theo selfie rất ưng_ý .,5,16/12/2019,{CAMERA#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};,Thiết_kế đẹp . So với giá_thành thì chất_lượng cực ổn . Mình đi du_lịch cầm con này theo selfie rất ưng_ý .
67,67,Sao mình sài đc 1 tháng thì bị hư lỗ cắm tai nghe và khi gọi cho người khác thì màn_hình bị tắt,3,12/6/2020,{FEATURES#Neutral};{DESIGN#Negative};,Sao mình sài đc 1 tháng thì bị hư lỗ cắm tai nghe và khi gọi cho người khác thì màn_hình bị tắt
68,68,"Mua máy dc 1 tuần . Đối_với 6 triệu thì máy quá ok . Mọi thứ đều hoạt_động mượt_mà . Đặc_biệt pin trâu . Xài 2 ngày mới cần sạc pin lại . Mình dùng toàn 3G , k dùng wifi , ít chơi game , chỉ Facebook , zalo , Youtube , thỉnh_thoảng có xem phim mà đến tối muốn cho hết pin để sạc mà k hết dc . Xứng_đáng số tiền bỏ ra .",5,9/4/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{OTHERS};,"Mua máy dc 1 tuần . Đối_với 6 triệu thì máy quá ok . Mọi thứ đều hoạt_động mượt_mà . Đặc_biệt pin trâu . Xài 2 ngày mới cần sạc pin lại . Mình dùng toàn 3G , k dùng wifi , ít chơi game , chỉ Facebook , zalo , Youtube , thỉnh_thoảng có xem phim mà đến tối muốn cho hết pin để sạc mà k hết dc . Xứng_đáng số tiền bỏ ra ."
69,69,"Điện_thoại khi tin nhắn tới lâu_lâu sẽ nghe nó bị rè rè , âm thâm tin nhắn như bị đè_nén đi",4,22/06/2020,{FEATURES#Negative};,"Điện_thoại khi tin nhắn tới lâu_lâu sẽ nghe nó bị rè rè , âm thâm tin nhắn như bị đè_nén đi"
70,70,Ứng_dụng văn_phòng rất chán đặc_biệt ng sử dunbj email làm_việc như mình . Còn chơi game vs lướt web thì chấp_nhận đc . Pin khoẻ,3,25/05/2020,{BATTERY#Positive};{PERFORMANCE#Negative};,Ứng_dụng văn_phòng rất chán đặc_biệt ng sử dunbj email làm_việc như mình . Còn chơi game vs lướt web thì chấp_nhận đc . Pin khoẻ
71,71,Khá ok ngon về mọi thứ màn mượt.pin khoẻ . sạc maxx sướng.cảm giác phê lòi ..... hơn hẳn SS về mọi mặt.hehe,5,2 tuần trước,{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};,Khá ok ngon về mọi thứ màn mượt.pin khoẻ . sạc maxx sướng.cảm giác phê lòi ..... hơn hẳn SS về mọi mặt.hehe
72,72,"Hên ghê . Lúc mua em này được giảm 700k giá ưu_đãi 2 tr 990 . Mua 2 ốp lưng giá 90 k + thêm khách_hàng thân_thiết giảm thêm 150k nữa nên tậu luôn cái tai phone . Nói gì nói chứ thấy máy chạy mượt_mà sao nhiều bạn lại chê . Mình không chơi game nên như_vậy là quá Ok rồi . Nhân_viên nhiệt_tình , vui_vẻ .",5,17/08/2020,{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,"Hên ghê . Lúc mua em này được giảm 700k giá ưu_đãi 2 tr 990 . Mua 2 ốp lưng giá 90 k + thêm khách_hàng thân_thiết giảm thêm 150k nữa nên tậu luôn cái tai phone . Nói gì nói chứ thấy máy chạy mượt_mà sao nhiều bạn lại chê . Mình không chơi game nên như_vậy là quá Ok rồi . Nhân_viên nhiệt_tình , vui_vẻ ."
73,73,Mới mua cách đay mấy ngày thật_sự rất tệ . load hình quá chậm và nhảy màn hinh.loa nghe nhạc qua nhỏ,1,3/4/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};,Mới mua cách đay mấy ngày thật_sự rất tệ . load hình quá chậm và nhảy màn hinh.loa nghe nhạc qua nhỏ
74,74,Máy dùng tạm được . Đang dùng quen IP sáng máy này thì ko ưng về cảm_ứng và chất_lượng video . Xem nhiều gây nhức mắt . Được_cái pin khoẻ . Dùng cả buổi sáng hết 8% .,3,10/12/2019,{SCREEN#Negative};{FEATURES#Negative};{BATTERY#Positive};{GENERAL#Neutral};,Máy dùng tạm được . Đang dùng quen IP sáng máy này thì ko ưng về cảm_ứng và chất_lượng video . Xem nhiều gây nhức mắt . Được_cái pin khoẻ . Dùng cả buổi sáng hết 8% .
75,75,Đánh_giá sau 1 năm sử_dụng thì : - chơi game cực đã vì pin trâu + sạc nhanh + hiệu_năng tốt - chụp ảnh ở mức bình_thường đủ dùng để làm_việc chứ k dùng vào việc sống ảo hay chụp chuyên_nghiệp - được update phần_mềm thường_xuyên - nhược_điểm lớn nhất của phần thiết_kế là camera lồi quá nên bị xước - màn_hình siêu_bền với gorillas 3 - điều ghét nhất ở máy này đó là wifi hay bị lag Kết : đáng mua trong tầm giá này,4,20/06/2020,{SCREEN#Positive};{CAMERA#Neutral};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Negative};{PRICE#Neutral};{GENERAL#Positive};,Đánh_giá sau 1 năm sử_dụng thì : - chơi game cực đã vì pin trâu + sạc nhanh + hiệu_năng tốt - chụp ảnh ở mức bình_thường đủ dùng để làm_việc chứ k dùng vào việc sống ảo hay chụp chuyên_nghiệp - được update phần_mềm thường_xuyên - nhược_điểm lớn nhất của phần thiết_kế là camera lồi quá nên bị xước - màn_hình siêu_bền với gorillas 3 - điều ghét nhất ở máy này đó là wifi hay bị lag Kết : đáng mua trong tầm giá này
76,76,Máy bỏ_túi hay bị chụp màn_hình loạn xì ngầu . Máy mới nhưng loa rất rè . Có ai bị giống mình không,3,6 ngày trước,{FEATURES#Negative};{OTHERS};,Máy bỏ_túi hay bị chụp màn_hình loạn xì ngầu . Máy mới nhưng loa rất rè . Có ai bị giống mình không
77,77,"đừng có mua nếu ai đó đang dự_định mua . sản_phẩm xài 1,2 tháng có dấu_hiệu đơ máy , cảm_ứng lâu_lâu không nhạy . nói_chung rất thất_vọng khi mua . nói trước kẻo mốt ôm hận .",1,6 ngày trước,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};,"đừng có mua nếu ai đó đang dự_định mua . sản_phẩm xài 1,2 tháng có dấu_hiệu đơ máy , cảm_ứng lâu_lâu không nhạy . nói_chung rất thất_vọng khi mua . nói trước kẻo mốt ôm hận ."
78,78,"Sóng_sánh kém lắm , giữa đất thị_trấn mà chỉ đc 2-3 vạch . Wifi vào phòng trong cách khoảng 5m mà bắt đc 3 vạch . Đã gửi đi hãng thẩm_định . Pin qua đêm tắt hết ứng_dụng , mạng mà sáng dậy tụt 12% . Chơi liên_quân đôi_khi vẫn bị khựng lại chút.đc cái màn nét .",2,3/7/2020,{SCREEN#Positive};{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};,"Sóng_sánh kém lắm , giữa đất thị_trấn mà chỉ đc 2-3 vạch . Wifi vào phòng trong cách khoảng 5m mà bắt đc 3 vạch . Đã gửi đi hãng thẩm_định . Pin qua đêm tắt hết ứng_dụng , mạng mà sáng dậy tụt 12% . Chơi liên_quân đôi_khi vẫn bị khựng lại chút.đc cái màn nét ."
79,79,"Mọi thứ đều ổn , trừ đánh_thức cảm_ứng màn_hình khi lên lúc thì không .. phải Sài nút bấm nguồn",3,16/07/2020,{FEATURES#Negative};{GENERAL#Positive};,"Mọi thứ đều ổn , trừ đánh_thức cảm_ứng màn_hình khi lên lúc thì không .. phải Sài nút bấm nguồn"
80,80,"Huawei P30 Lite sẽ sở_hữu màn_hình 6.15 inch độ_phân_giải Full_HD + với phần notch kiểu giọt nước , tích_hợp chip Kirin 710 , viên pin dung_lượng 3.240 mAh ( hỗ_trợ sạc nhanh 18 W ) và được trang_bị cụm 3 camera 20 + 16 + 2 MP",4,19/03/2019,{SCREEN#Neutral};{CAMERA#Neutral};{BATTERY#Neutral};{PERFORMANCE#Neutral};{DESIGN#Neutral};{SER&ACC#Neutral};,"Huawei P30 Lite sẽ sở_hữu màn_hình 6.15 inch độ_phân_giải Full_HD + với phần notch kiểu giọt nước , tích_hợp chip Kirin 710 , viên pin dung_lượng 3.240 mAh ( hỗ_trợ sạc nhanh 18 W ) và được trang_bị cụm 3 camera 20 + 16 + 2 MP"
81,81,OK tất mỗi_tội loa hơi nhỏ 1 tí và màn_hình xem phim k mỏi_mắt nhưng hình_ảnh k được mượt cho lắm . Còn chíp thì antutu đc 288k điểm mạnh . Hơn hẳn 730g,4,19/02/2020,{SCREEN#Negative};{FEATURES#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};,OK tất mỗi_tội loa hơi nhỏ 1 tí và màn_hình xem phim k mỏi_mắt nhưng hình_ảnh k được mượt cho lắm . Còn chíp thì antutu đc 288k điểm mạnh . Hơn hẳn 730g
82,82,"Mình cảm_thấy oppo ko mượt như quảng_cáo , máy mình sử_dụng bị lỗi ứng_dụng sau 15 ngày và phải đổi máy khác , chụp hình mặt như bị sưng ko đẹp . ko đáng bỏ ra gần 13 triệu .",5,20/06/2020,{PERFORMANCE#Negative};{DESIGN#Negative};{PRICE#Negative};{SER&ACC#Negative};,"Mình cảm_thấy oppo ko mượt như quảng_cáo , máy mình sử_dụng bị lỗi ứng_dụng sau 15 ngày và phải đổi máy khác , chụp hình mặt như bị sưng ko đẹp . ko đáng bỏ ra gần 13 triệu ."
83,83,Tôi rất thích sản_phẩm này với tâm già 8990 khó có còn nào lại nó vẻ ngoài hình lẫn chức_năng,5,8/4/2020,{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};,Tôi rất thích sản_phẩm này với tâm già 8990 khó có còn nào lại nó vẻ ngoài hình lẫn chức_năng
84,84,Pin tuột hơi bị nhanh đấy . Chỉ lướt fb . Bật tiết_kiệm pin mà có 10p từ 90 còn 84% . Cảm_biến vâng tay tạm thôi . Chụp hình đẹp . Chỉ k hài_lòng về pin của con này thôi . Bù lại sạc nhanh nên cũng đỡ,4,3/2/2020,{CAMERA#Positive};{FEATURES#Neutral};{BATTERY#Neutral};,Pin tuột hơi bị nhanh đấy . Chỉ lướt fb . Bật tiết_kiệm pin mà có 10p từ 90 còn 84% . Cảm_biến vâng tay tạm thôi . Chụp hình đẹp . Chỉ k hài_lòng về pin của con này thôi . Bù lại sạc nhanh nên cũng đỡ
85,85,Cảm_nhận của mình khi sử_dụng A70 thật_sự quá tốt mình cũng sợ lỗi này nó khi tham khảm nhiều ý_kiến nhưng khi mua rồi thật_sự không có gì để chê_trách pin trâu màn đẹp xem phim chơi game rất thích đặc_biệt viền bezel của máy rất mỏng ae nào còn lăng tăng hay vẫn tham khảm thì mình nói thật nên mua mà trải_nghiệm mới biết được máy như_thế_nào đâu phải một máy lỗi là tất_cả đều bị lỗi đâu riêng mình đánh_giá e này rất tốt so với tầm tiền này bỏ ra nhé,5,3/7/2019,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};,Cảm_nhận của mình khi sử_dụng A70 thật_sự quá tốt mình cũng sợ lỗi này nó khi tham khảm nhiều ý_kiến nhưng khi mua rồi thật_sự không có gì để chê_trách pin trâu màn đẹp xem phim chơi game rất thích đặc_biệt viền bezel của máy rất mỏng ae nào còn lăng tăng hay vẫn tham khảm thì mình nói thật nên mua mà trải_nghiệm mới biết được máy như_thế_nào đâu phải một máy lỗi là tất_cả đều bị lỗi đâu riêng mình đánh_giá e này rất tốt so với tầm tiền này bỏ ra nhé
