,sentence,sentiment,topic
1348,"thầy dạy rất tốt , cung_cấp kiến_thức sâu , đủ với khả_năng sinh_viên .",2,0
1349,"chưa đề_cập đến nhiều nội_dung như đồ_hoạ , tệp , liên_kết .",0,1
1350,"giảng_viên nhiệt_tình giải_đáp câu hỏi , thắc_mắc .",2,0
1351,không có ý_kiến với giáo_viên .,1,3
1352,"giảng_viên giảng lý_thuyết kỹ trước khi cho làm thực_hành , đánh_giá điểm hợp_lý .",2,0
1353,bài giảng chi_tiết .,2,0
1354,không nên sử_dụng slide bằng tiếng anh tí nào .,0,1
1355,cô cho rất nhiều ví_dụ nên rất dễ hiểu được bài .,2,0
1356,thầy vui_tính giảng_dạy dễ hiểu ân_cần .,2,0
1357,tăng tính thực_tế trong các đồ_án hơn một_chút là tuyệt_vời .,1,0
1358,"dạy khá nhanh , nên chậm lại tí là ok .",0,0
1359,chất_lượng đào_tạo tốt .,2,1
1360,quá_trình thầy giảng_dạy thì hầu_hết bọn em chỉ lên nghe thầy nói kiểu nước_đổ_đầu_vịt .,0,0
1361,"kiến_thức bao_quát quá rộng_lớn , khó tiếp_cận cho người tự học .",0,1
1362,"thầy dạy vui_tính , dễ hiểu , dễ_thương !",2,0
1363,làm kiểm_tra thường_xuyên .,1,3
1364,khả_năng diễn_đạt bằng tiếng anh thực_sự không tốt lắm .,0,0
1365,quá chú_trọng vào phần listening .,0,0
1366,"môn_học đề_cao tính ứng_dụng , vì_vậy nên trang_bị nhiều cơ_sở vật_chất và tài_liệu nghiên_cứu làm ý_tưởng cho sinh_viên làm đồ_án môn_học .",0,2
1367,áp_dụng thực_tiễn .,2,1
1368,"áp_dụng được các hình_ảnh , video clip vào trong quá_trình giảng_dạy .",2,0
1369,"kết_quả thực_hành , đánh_giá chưa quy_chuẩn , còn qua_loa .",0,0
1370,"giảng_viên thường giảng_dạy quá thời_gian của tiết học , nói nhiều và cách nói không thu_hút sinh_viên .",0,0
1371,giảng_viên chưa cung_cấp kiến_thức đầy_đủ cho sinh_viên .,0,0
1372,"giảng_viên rất nhiệt_tình , tâm_lý , dễ_thương , luôn_luôn tạo nhiều cơ_hội ghi_điểm cho sinh_viên và tạo mọi điều_kiện để sinh_viên trao_đổi , thảo_luận về bài giảng trên lớp cũng như kiến_thức liên_quan đến môn_học .",2,0
1373,"các máy_tính tại phòng thực_hành lab khoa wzjwz42 đa_phần đều hư_hỏng không có chuột , chuột không dùng được , máy bị virus rất nặng .",0,2
1374,không thật_sự công_bằng và đúng theo yêu_cầu .,0,0
1375,"giảng_viên nhiệt_tình , cho bài_tập đầy_đủ , sử_dụng giờ lên_lớp hiệu_quả và đúng giờ .",2,0
1376,môn này hay .,2,1
1377,"cô rất vui_vẻ , tâm_huyết nhiệt_tình .",2,0
1378,"thầy giảng bài vô_cùng thu_hút , dễ hiểu , không bị nhàm_chán .",2,0
1379,giảng_viên có_thể giải nhiều bài_tập và giảng kỹ ở mỗi dạng để sinh_viên nắm được bài .,2,0
1380,"không tổ_chức thi cuối kỳ môn_học , vì lý_do làm đồ_án đã mất rất nhiều thời_gian .",0,1
1381,giờ thực_hành quá ít .,0,1
1382,"nói lúc to lúc nhỏ , nghe mệt tai .",0,0
1383,"vui , nhiệt_tình .",2,0
1384,"thầy dạy tận_tình , vui_tính , dễ trao_đổi , kiến_thức được thầy truyền_đạt rất kỹ_càng .",2,0
1385,"vui_tính , tận_tâm !",2,0
1386,không có tài_liệu học_tập .,0,1
1387,"giảng nhiệt_tình , rèn_luyện sinh_viên kỹ_năng làm_việc nhóm , chủ_động trong học_tập .",2,0
1388,"thực_hành hay , tuy_nhiên cần tìm_hiểu thời_gian nhiều sinh_viên rảnh nhất không thì sẽ có bạn mất bài của môn .",0,1
1389,kết_hợp thực_tế trong giảng_dạy .,2,0
1390,"nội_dung môn_học không hay , khá nhàm_chán , không xác_định được mục_tiêu của môn_học .",0,1
1391,"cô wzjwz20 rất nhiệt_tình và tận_tâm , nhưng cách cô giảng bài_làm nhiều sinh_viên khó tiếp_thu , tất_cả đều có trong slide , cô chủ_yếu chỉ nói trong slide , rất khó hiểu .",2,0
1392,cho điểm khó .,0,0
1393,thời_gian học không đúng theo lịch .,0,1
1394,"cung_cấp đầy_đủ hơn về tài_liệu và những gì sinh_viên cần biết , nên có kênh thông_tin để sinh_viên giao_tiếp với giảng_viên .",0,0
1395,"giải_đáp thắc_mắc , cập_nhật kiến_thức thực_tế .",2,0
1396,nếu_như 5 tiết đó để cho sinh_viên làm các dạng bài_tập khác nhau do thầy chiếu trên slide thì hay hơn là dùng 5 tiết để ghi tràn_lan lý_thuyết và số_lượng lớn bài_tập trùng dạng trên bảng .,0,0
1397,nhà_trường cần có giáo_trình dùng chung cho tất_cả các lớp và có một chương_trình dạy cụ_thể vì mỗi lớp có một kế_hoạch học_tập riêng mà_lại thi chung nên rất khó cho sinh_viên .,0,1
1398,"thầy nhiệt_tình , luôn cập_nhật những công_nghệ mới cho sinh_viên , giúp sinh_viên hứng_thú hơn trong việc học .",2,0
1399,bên cạnh đó lại đòi_hỏi chuẩn quá cao trong khi việc truyền_đạt thì vô_cùng không hiệu_quả .,0,0
1400,em không có ý_kiến .,1,3
1401,giáo_viên giải_đáp thắc_mắc nhiệt_tình .,2,0
1402,cô dạy hay và rất nhiệt_tình .,2,0
1403,"cô wzjwz266 nghiêm_túc với công_việc giảng_dạy , dạy tiết nào đáng tiết đó , cung_cấp kiến_thức đầy_đủ cho sinh_viên .",2,0
1404,"vui_tính , luôn giúp_đỡ sinh_viên khi sinh_viên gặp khó_khăn .",2,0
1405,"giáo_trình , bài giảng và tài_liệu phục_vụ môn_học được cung_cấp đầy_đủ và cập_nhật trên hệ_thống moodle .",2,0
1406,thầy rất rất_chi_là nhiệt_tình .,2,0
1407,đề_nghị sắp_xếp thời_gian_thực hành nhiều hơn .,0,1
1408,giảng_viên tận_tình chỉ dạy .,2,0
1409,áp_dụng một_vài phương_pháp học trao_đổi mới trên internet thay_vì dựa vào lý_thuyết trên sách_vở nhiều .,1,0
1410,cô hiền coloncontemn .,2,0
1411,"giảng_viên trẻ , nhiệt_huyết , vui_tính , năng_động và dễ_thương !",2,0
1412,thường_xuyên trễ 15 - 30 phút .,0,0
1413,"thầy giảng_dạy nhiệt_tình , truyền_đạt kiến_thức tốt .",2,0
1414,mong nhà_trường sớm thay máy mới !,0,2
1415,không nên nhiệt_tình quá nên xúc tích vào những nội_dung cần_thiết .,0,1
1416,"giảng_viên năng_động , hoạt_bát , tạo hứng_thú cho sinh_viên trong lớp .",2,0
1417,thiếu_sót là chưa có đề_cương môn_học khiến cho việc tìm tài_liệu trên mạng rất tràn_lan và không biết tìm như_thế_nào cho hiệu_quả !,0,0
1418,"cách dạy của cô hết_sức tuyệt_vời , tạo cảm_hứng học_tập cho sinh_viên .",2,0
1419,giọng đọc tiếng anh khó nghe .,0,0
1420,"thầy dạy nhiệt_tình , thầy dạy tốt , tận_tâm , gần_gũi với sinh_viên .",2,0
1421,"hệ_thống âm_thanh sử_dụng cho phần "" listening "" chưa thực_sự tốt .",0,2
1422,giảng bài thú_vị và sinh_động .,2,0
1423,xảy ra tai_nạn đáng tiếc .,0,3
1424,khả_năng truyền_đạt chưa tốt lắm .,0,0
1425,thầy rất tốt và rất tận_tâm .,2,0
1426,do là hình_thức thực_hành 2 .,0,1
1427,em thích nhất là phần dạy lý_thuyết của thầy .,2,0
1428,"khi đưa ra ví_dụ , cô có_thể gợi_ý hướng giải để chúng_em dễ hiểu bài hơn .",0,0
1429,cho học_sinh nói nhiều hơn .,0,3
1430,"giảng_viên giảng_dạy rất nhiệt_tình , dễ tiếp_thu kiến_thức .",2,0
1431,"cô dạy rất dễ tiếp_thu , tận_tình , giải_thích rất rõ_ràng .",2,0
1432,kiến_thức truyền_đạt khá ít .,0,0
1433,thầy dạy vui he he .,2,0
1434,"cô rất tận_tâm , nhiệt_tình trong công_tác giảng_dạy , cô giảng bài rất chi_tiết , có các ví_dụ cụ_thể để minh_hoạ cho từng phần mà cô giảng .",2,0
1435,"thầy dạy tận_tình , dễ hiểu , luôn quan_tâm giúp_đỡ sinh_viên .",2,0
1436,"không có gì không hài_lòng , có góp_ý xíu là sau_này thầy có_thể cho tự chọn mcu luôn , lần này thầy chọn sẵn nên đôi_khi mất đi một xíu sự thú_vị , cho sinh_viên chọn luôn mới hay_ho , sinh_viên sẽ phải tìm_hiểu nhiều hơn_nữa , xem con chip nào phù_hợp nhất .",0,0
1437,"giúp giảng_viên chủ_động truyền_đạt các kiến_thức đã học một_cách cụ_thể cho sinh_viên bởi thực_tế hiện_nay sinh_viên thường làm các đồ_án trong đó không thể_hiện được rõ các kiến_thức đã học trên lớp , nó thiên về sử_dụng kỹ_thuật nhiều hơn .",0,1
1438,"thầy dạy ổn , đúng với lý_thuyết .",2,0
1439,"giảng_viên tận_tâm , nhiệt_tình , dễ_thương .",2,0
1440,tận_tình luôn muốn sinh_viên hiểu bài .,2,0
1441,"các slide bài_tập hàng tuần rất đầy_đủ , kể_cả về nội_dung thực_hành .",2,0
1442,"chi_tiết , dễ hiểu .",2,3
1443,áp_lực nặng .,0,0
1444,"cảm_ơn thầy , thầy rất nhiệt_tình !",2,0
1445,giảng_viên dạy hơi quá thời_gian .,0,0
1446,thầy rất nhiệt_tình hướng_dẫn sinn viên đặc_biệt là sửa lỗi sai hay giải bài_tập trên lớp .,2,0
1447,thầy hay đi trễ .,0,0
1448,đánh_giá đúng năng_lực của sinh_viên .,2,1
1449,"không nhấn vào trọng_tâm , giảng bài hơi khó tiếp_thu .",0,0
1450,giờ lên dạy .,1,0
1451,hay đi trễ .,0,0
1452,tập_trung vào nghiên_cứu phần kiến_thức trọng_tâm .,2,1
1453,cô có tính_cách năng_động hoà_đồng với học_sinh .,2,0
1454,số bài thực_hành quá nhiều đối_với một môn thực_hành hình_thức 2 .,0,1
1455,"giảng_dạy nhiệt_tình , tận_tâm với sinh_viên , giảng dễ hiểu , tài_liệu cung_cấp luôn đầy_đủ .",2,0
1456,có bài_tập thực_hành hợp_lý cho từng tuần và phù_hợp với lý_thuyết vừa học xong .,2,0
1457,"thân_thiện , nhiệt_tình , hoà_đồng , vui_tính , đẹp_trai .",2,0
1458,thầy dạy rất thoải_mái .,2,0
1459,"cô rất tận_tâm , hết_mình với sinh_viên .",2,0
1460,"nhiệt_tình , chia_sẻ kinh_nghiệm học_tập .",2,0
1461,có kiến_thức cao .,2,0
1462,"giảng_viên tận_tâm , thân_thiện gần_gũi .",2,0
1463,"cô nói nhanh , liên_tục nhiều khi em không_thể nghe kịp .",0,0
1464,không nên cho thi môn này .,0,1
1465,dạy gì thi đó .,1,0
1466,thầy rất nhiệt_tâm .,2,0
1467,"giảng_viên luôn cố_gắng liên_hệ thực_tế nhiều nhất có_thể , giúp sinh_viên hiểu hơn về thực_tiễn hơn là chỉ tập_trung vào lý_thuyết của bài_học .",2,0
1468,giảng_viên rất nhiệt_tình trong giảng_dạy cũng như giải_đáp thắc_mắc của sinh_viên .,2,0
1469,phòng học gần toà nhà đang xây gây ảnh_hưởng đến các bài nghe của môn_học này .,0,2
1470,"thầy dạy rất dễ hiểu , đơn_giản sát với thực_tế .",2,0
1471,giảng_viên nói rõ_ràng .,2,0
1472,"thầy dạy rất chất , em chưa thấy thầy nào dạy chính_trị hay hơn thầy .",2,0
1473,"dạy nhiệt_tình , thân_thiện .",2,0
1474,dãy bàn chính giữa không có quạt .,0,2
1475,thời_gian học không đảm_bảo .,0,1
1476,"có nhiều hoạt_động theo nhóm , tăng tính đoàn_kết .",2,0
1477,"thêm các phần ứng_dụng của danh_sách liên_kết stack , queue và bảng băm .",0,1
1478,"vui_vẻ , nhiệt_tình , tạo cơ_hội cho sinh_viên được gắn_kết cũng như trau_dồi kỹ_năng nói tiếng anh nhiều hơn .",2,0
1479,"em học không tốt , em nghỉ nhiều buổi thực_hành , còn lý_thuyết thì em khá vững .",0,3
1480,dạy vui_vẻ .,2,0
1481,thầy nhiệt_tình giảng dễ hiểu không nhàm_chán .,2,0
1482,thầy dạy ngắn_gọn dễ hiểu .,2,0
1483,thầy đi bài giảng hơi nhanh .,0,0
1484,không tận_tâm .,0,0
1485,tạm ổn .,1,3
1486,"thầy vui_tính , nhiệt_tình , trả_lời mọi thắc_mắc của sinh_viên .",2,0
1487,cách dạy của thầy em rất thích .,2,0
1488,chưa kiểm_soát được thời_gian .,0,0
1489,dạy chú_trọng đến người học .,2,0
1490,nên cung_cấp tài_liệu giải trắc_nghiệm anh văn .,0,1
1491,nếu làm chung với nhóm khác thì sẽ dẫn tới khác đề nên không hợp_tác được .,0,1
1492,đôi_khi kẹt xe thầy lại trễ giờ .,0,0
1493,"sự tận_tâm , nhiệt_tình trong giảng_dạy của giảng_viên .",2,0
1494,"giáo_viên giảng bài hay , thu_hút .",2,0
1495,giảng_viên truyền_đạt hiệu_quả .,2,0
1496,rất thực_tế và cụ_thể .,2,0
1497,em rất hài_lòng về phương_pháp dạy này .,2,0
1498,"thầy cần giảng_giải cách làm đối_với từng dạng bài nhiều hơn , rồi sau đó hãy cho nhiều bài_tập .",0,0
1499,"em nghĩ thầy nên nhiều bài_tập hơn và gửi bài giảng qua courses , lập nhóm làm bài để chấm điểm như các lớp khác .",0,0
1500,quạt trong phòng học chưa đáp_ứng tốt .,0,2
1501,thầy dạy hay và nhiệt_tình .,2,0
1502,"thầy dạy rất kỹ , rất chi_tiết .",2,0
1503,"cô dạy nhiệt_tình , dễ hiểu , đảm_bảo cho sinh_viên hiểu rõ lý_thuyết .",2,0
1504,không triển_khai slide bài giảng trên moodle .,0,0
1505,"giảng_viên giảng_dạy nhiệt_tình , tạo ra hoạt_động vui_nhộn .",2,0
1506,phản_hồi nhanh các thắc_mắc của sinh_viên .,2,0
1507,có_lẽ cô nên ra nhiều bài_tập về nhà hơn cho các bạn trong lớp .,0,0
1508,"em thấy có một_số buổi học kéo_dài , có buổi kéo_dài tới gần 12h .",0,0
1509,"thầy nói lan_man khá nhiều , khiến sinh_viên không biết_đâu là phần nội_dung chính .",0,0
1510,"dạy tận_tâm , nhiệt_tình .",2,0
1511,cho bài khó .,0,0
1512,"cô dạy rất hay , chậm và kỹ_càng , giúp chúng_em hiểu sâu hơn về bài giảng .",2,0
1513,buổi dạy của thầy hay bị gián_đoạn .,0,0
1514,bên cạnh việc giảng_dạy thầy còn rất kể nhiều câu_chuyện những chiêm_nghiệm trong cuộc_sống cho sinh_viên nghe .,2,0
1515,mong nhà_trường sẽ có nhiều biện_pháp để tăng_cường thêm các trang_thiết_bị và cơ_sở vật_chất để phục_vụ tốt hơn cho việc học tiếng anh của sinh_viên .,0,2
1516,giáo_viên giảng dễ hiểu .,2,0
1517,"giảng_viên rất nhiệt_tình , các kiến_thức đều được đưa ra hợp_lý dễ hiểu và nắm_bắt .",2,0
1518,bản_thân sinh_viên chưa từng gặp giảng_viên này một lần nào trong khoá học .,0,0
1519,"thầy sử_dụng tốt hệ_thống moodle để trao_đổi với sinh_viên và những giảng_giải mang tính dễ hiểu , gần_gũi với sinh_viên .",2,0
1520,phương_pháp dạy giúp sinh_viên tiếp_thu dễ hơn .,2,0
1521,cần tăng_cường thêm nhiều bài_tập vào nhiều tiết thực_hành .,0,1
1522,cô dạy rất tận_tình dễ hiểu .,2,0
1523,nhiều lúc thầy nói hơi nhanh .,0,0
1524,"giáo_viên dạy kỹ_càng , dễ hiểu .",2,0
1525,trang_bị phòng_thí_nghiệm để hiểu rõ hơn về thực_tế .,0,2
1526,"dạy hay , vui_vẻ và gần_gũi với sinh_viên .",2,0
1527,"có nhiều vấn_đề còn khó hiểu , khó tiếp_cận .",0,0
1528,giảng_viên chưa thực_sự chuẩn_bị bài giảng chu_đáo trong một_số buổi học .,0,0
1529,giờ học chưa đảm_bảo .,0,0
1530,phòng có máy_điều_hoà .,1,2
1531,cô không cho đề trước khi thi .,0,0
1532,"cô dạy rất nhiệt_tình , luôn trao_đổi trên lớp và trên website môn_học .",2,0
1533,phương_pháp giảng_dạy không nên phụ_thuộc hoàn_toàn vào việc thuyết_trình của sinh_viên .,0,0
1534,"giảng_viên tận_tình , dạy minh_hoạ dễ hiểu .",2,0
1535,"giáo_viên giảng_dạy hay , dễ hiểu .",2,0
1536,"ra bài_tập thì thầy nên sửa , để chúng_em đối_chiếu kết_quả .",0,0
1537,cách giảng của thầy chưa thực_sự hay và có nhiều sự chuẩn_bị cho bài giảng bằng những tình_huống thực_tế .,0,0
1538,"thầy dạy rất có tâm , chấm điểm rất chính_xác .",2,0
1539,"đưa slide , bài_tập lên moodle để sinh_viên tham_khảo .",1,0
1540,"giảng rất nhiệt_tình , cố_gắng quan_sát sinh_viên .",2,0
1541,"nên cho bài_tập theo hình_thức file , thay_vì chép bảng ( chỉ nên chép bảng bài_học thôi ) .",0,1
1542,giọng thầy hơi khó nghe .,0,0
1543,"chương_trình dạy quá cũ , chưa hợp_lý .",0,0
1544,em quen ngồi máy_tính tìm_hiểu hơn là học môn này buồn_ngủ .,0,0
1545,"điều này thật là "" ảo "" vì không sinh_viên nào làm điều đó .",0,3
1546,cô là giáo_viên tận_tâm nhất trong những người tận_tâm nhất .,2,0
1547,tăng_cường kỹ_năng nói nhiều hơn_nữa .,0,1
1548,"trang_bị máy_chiếu mới , loa và micro của phòng học , máy_tính mới cho phòng lab .",0,2
1549,giảng bài đôi_khi hơi khó hiểu .,0,0
1550,cô tận_tình giải_đáp thắc_mắc .,2,0
1551,"giảng_dạy tận_tình , bài_tập hay .",2,0
1552,các máy_tính trong phòng lab nên cài_đặt thêm phần_mềm android studio để phục_vụ việc thực_hành môn này .,0,2
1553,"nhiệt_tình giải_đáp những thắc_mắc trên lớp , và qua trang_web sinh_viên .",2,0
1554,cho làm nhiều bài kiểm_tra hơn .,0,0
1555,thầy tương_đối khó trong việc nộp bài lab .,0,0
1556,tài_liệu đầy_đủ .,2,1
1557,chỉ_dẫn tận_tình cho sinh_viên .,2,0
1558,tích_cực giúp_đỡ sinh_viên .,2,0
1559,"giảng_viên nhiệt_tình , vui_tính , có tâm .",2,0
1560,cô phát_âm kém và sai .,0,0
1561,"giảng_viên nghỉ dạy khá nhiều , không đảm_bảo giờ lên_lớp .",0,0
1562,cung_cấp nhiều kiến_thức hữu_ích liên_quan đến ngành .,2,0
1563,chu_đáo .,2,0
1564,trân_trọng .,1,3
1565,cô rất dễ .,2,0
1566,"giáo_trình cấu_trúc dữ_liệu và giải_thuật còn khá nhiều sai_sót , mong nhà_trường chỉnh_sửa và bổ_sung lại .",0,1
1567,thầy chưa giải_đáp thật chi_tiết thắc_mắc của sinh_viên .,0,0
1568,"không nên mê gái , nên quan_tâm đồng_đều tất_cả các học_sinh .",0,0
1569,thầy giảng hay có trọng_tâm dễ hiểu .,2,0
1570,trong nửa đầu của học_kỳ không có giáo_viên hướng_dẫn thực_hành .,2,0
1571,thầy dạy hay dễ hiểu cho làm nhiều bài_tập thực_hành oop nhờ thầy em học tốt hơn .,2,0
1572,giáo_viên nhiệt_tình và vui_tính .,2,0
1573,"phòng học quá nóng phòng wzjwz96 , lớp em có nhiều sinh_viên nhưng chỉ có 2 cái quạt , học anh văn vào buổi chiều bị nắng chiếu mà_còn nóng thì em tiếp_thu bài rất kém ạ !",0,2
1574,"nhiệt_tình , phương_pháp giảng_dạy hiệu_quả .",2,0
1575,môn thực_hành nên cho những giảng_viên có kinh_nghiệm giảng_dạy để giúp sinh_viên có nền_tảng về lập_trình vì học ngành này thực_hành là rất quan_trọng .,0,1
1576,"phòng thực_hành không đảm_bảo phục_vụ cho môn_học , các phần_mềm , chương_trình không còn phù_hợp nữa .",0,2
1577,có hướng_dẫn đầy_đủ dễ hiểu .,2,0
1578,hướng_dẫn lab mơ_hồ .,0,0
1579,"thầy cho chúng_em những bài_tập mang tính thực_hành , thực_tiễn cao và em thực_sự rất hài_lòng .",2,0
1580,thầy không dạy nhiều chủ_yếu cho sinh_viên tự tìm_hiểu .,0,0
1581,em muốn đổi tên môn_học vì tên môn là lập_trình c fraction cplusplus nhưng lại học thiên về csharp .,0,1
1582,thầy vừa dạy vừa chat hoặc gọi điện_thoại thường_xuyên .,0,0
